Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Velocity,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 1 > Spindle > Battery Voltage,
2/23/20 16:39,0.0407154,,2/23/20 16:39,0.0092489,,2/23/20 16:39,0.003519,,2/23/20 16:39,0.9081335,,2/23/20 16:49,0.0027599,,2/23/20 16:29,63.78346443,,2/23/20 16:39,0.0029068,,2/23/20 16:29,63.78346443,,2/23/20 16:49,0.0481272,,2/23/20 16:49,0.0098923,,2/23/20 16:49,0.0014264,,2/23/20 16:59,0.9906591,,2/23/20 16:29,3.149792433
2/23/20 16:49,0.0427608,,2/23/20 16:49,0.0090569,,2/23/20 16:49,0.0029828,,2/23/20 16:49,0.9379708,,2/23/20 16:59,0.0029701,,2/23/20 16:39,63.93937759,,2/23/20 16:49,0.0029677,,2/23/20 16:39,63.93937759,,2/23/20 16:59,0.041356,,2/23/20 16:59,0.0082318,,2/23/20 16:59,0.0026181,,2/23/20 17:08,0.9755101,,2/23/20 16:39,3.149499416
2/23/20 16:59,0.0638483,,2/23/20 16:59,0.0107438,,2/23/20 16:59,0.0019049,,2/23/20 16:59,0.9460342,,2/23/20 17:08,0.0027188,,2/23/20 16:49,64.29017792,,2/23/20 16:59,0.0028701,,2/23/20 16:49,64.29017792,,2/23/20 17:08,0.0438702,,2/23/20 17:08,0.0087884,,2/23/20 17:08,0.0013511,,2/23/20 17:19,0.968163,,2/23/20 16:49,3.149694681
2/23/20 17:08,0.0467231,,2/23/20 17:08,0.008799,,2/23/20 17:08,0.0023502,,2/23/20 17:08,0.932061,,2/23/20 17:19,0.0034414,,2/23/20 16:59,63.6665184,,2/23/20 17:08,0.0029448,,2/23/20 16:59,63.6665184,,2/23/20 17:19,0.0439139,,2/23/20 17:19,0.0125231,,2/23/20 17:19,0.0028455,,2/23/20 17:29,0.919707,,2/23/20 16:59,3.149401665
2/23/20 17:19,0.0480109,,2/23/20 17:19,0.0095818,,2/23/20 17:19,0.0032071,,2/23/20 17:19,0.9453747,,2/23/20 17:29,0.0026611,,2/23/20 17:09,63.8613987,,2/23/20 17:19,0.0029737,,2/23/20 17:09,63.8613987,,2/23/20 17:29,0.0430042,,2/23/20 17:29,0.0096442,,2/23/20 17:29,0.0025858,,2/23/20 17:39,1.0482976,,2/23/20 17:09,3.149304152
2/23/20 17:29,0.0518637,,2/23/20 17:29,0.0119147,,2/23/20 17:29,0.0018855,,2/23/20 17:29,0.9830796,,2/23/20 17:39,0.0026136,,2/23/20 17:19,63.70553017,,2/23/20 17:29,0.0032157,,2/23/20 17:19,63.70553017,,2/23/20 17:39,0.044179,,2/23/20 17:39,0.0084981,,2/23/20 17:39,0.001768,,2/23/20 17:49,0.9900032,,2/23/20 17:19,3.149108648
2/23/20 17:39,0.050419,,2/23/20 17:39,0.0088302,,2/23/20 17:39,0.0018515,,2/23/20 17:39,0.9820801,,2/23/20 17:49,0.0029055,,2/23/20 17:29,64.01731186,,2/23/20 17:39,0.0026667,,2/23/20 17:29,64.01731186,,2/23/20 17:49,0.0505519,,2/23/20 17:49,0.0100792,,2/23/20 17:49,0.0019171,,2/23/20 17:59,0.9430029,,2/23/20 17:29,3.1492064
2/23/20 17:49,0.0429659,,2/23/20 17:49,0.0103085,,2/23/20 17:49,0.0015008,,2/23/20 17:49,0.9736869,,2/23/20 17:59,0.0031838,,2/23/20 17:39,64.05627899,,2/23/20 17:49,0.0033215,,2/23/20 17:39,64.05627899,,2/23/20 17:59,0.0459692,,2/23/20 17:59,0.0092792,,2/23/20 17:59,0.0025425,,2/23/20 18:09,0.9505112,,2/23/20 17:39,3.149304152
2/23/20 17:59,0.0445254,,2/23/20 17:59,0.0079759,,2/23/20 17:59,0.0016335,,2/23/20 17:59,0.9852385,,2/23/20 18:09,0.0032345,,2/23/20 17:50,64.01731186,,2/23/20 17:59,0.0025994,,2/23/20 17:50,64.01731186,,2/23/20 18:09,0.0380024,,2/23/20 18:09,0.0105373,,2/23/20 18:09,0.001315,,2/23/20 18:19,0.9988348,,2/23/20 17:50,3.14871788
2/23/20 18:09,0.0531862,,2/23/20 18:09,0.0103328,,2/23/20 18:09,0.0027027,,2/23/20 18:09,0.9624444,,2/23/20 18:19,0.0030018,,2/23/20 18:00,63.90041046,,2/23/20 18:09,0.0035917,,2/23/20 18:00,63.90041046,,2/23/20 18:19,0.0422181,,2/23/20 18:19,0.0105256,,2/23/20 18:19,0.0033042,,2/23/20 18:29,0.9545732,,2/23/20 18:00,3.14959693
2/23/20 18:19,0.0482286,,2/23/20 18:19,0.009717,,2/23/20 18:19,0.0024065,,2/23/20 18:19,0.9676741,,2/23/20 18:29,0.003327,,2/23/20 18:09,64.01731186,,2/23/20 18:19,0.0031442,,2/23/20 18:09,64.01731186,,2/23/20 18:29,0.0484844,,2/23/20 18:29,0.0105275,,2/23/20 18:29,0.0035026,,2/23/20 18:39,0.9754124,,2/23/20 18:09,3.148522615
2/23/20 18:29,0.0469224,,2/23/20 18:29,0.0099509,,2/23/20 18:29,0.0030331,,2/23/20 18:29,0.9717135,,2/23/20 18:39,0.0026669,,2/23/20 18:20,63.82243156,,2/23/20 18:29,0.0032967,,2/23/20 18:20,63.82243156,,2/23/20 18:39,0.0459483,,2/23/20 18:39,0.0067479,,2/23/20 18:39,0.0016426,,2/23/20 18:49,0.9855845,,2/23/20 18:20,3.149108648
2/23/20 18:39,0.0483023,,2/23/20 18:39,0.0089057,,2/23/20 18:39,0.0020437,,2/23/20 18:39,0.9578692,,2/23/20 18:49,0.0026426,,2/23/20 18:30,63.8613987,,2/23/20 18:39,0.0031566,,2/23/20 18:30,63.8613987,,2/23/20 18:49,0.0447838,,2/23/20 18:49,0.0078907,,2/23/20 18:49,0.0022403,,2/23/20 18:59,0.9867928,,2/23/20 18:30,3.14871788
2/23/20 18:49,0.0409013,,2/23/20 18:49,0.0088382,,2/23/20 18:49,0.0023434,,2/23/20 18:49,0.9402275,,2/23/20 18:59,0.0030348,,2/23/20 18:40,63.97834473,,2/23/20 18:49,0.0031321,,2/23/20 18:40,63.97834473,,2/23/20 18:59,0.0400975,,2/23/20 18:59,0.0092899,,2/23/20 18:59,0.0025442,,2/23/20 19:09,0.9563108,,2/23/20 18:40,3.14871788
2/23/20 18:59,0.0446508,,2/23/20 18:59,0.0118564,,2/23/20 18:59,0.0022004,,2/23/20 18:59,0.9728934,,2/23/20 19:09,0.0027806,,2/23/20 18:50,64.25116272,,2/23/20 18:59,0.0033461,,2/23/20 18:50,64.25116272,,2/23/20 19:09,0.0436191,,2/23/20 19:09,0.0078729,,2/23/20 19:09,0.0023469,,2/23/20 19:18,0.9557987,,2/23/20 18:50,3.148815632
2/23/20 19:09,0.0460879,,2/23/20 19:09,0.0102364,,2/23/20 19:09,0.0025127,,2/23/20 19:09,0.933076,,2/23/20 19:18,0.0027461,,2/23/20 18:59,63.97834473,,2/23/20 19:09,0.0031628,,2/23/20 18:59,63.97834473,,2/23/20 19:18,0.0427816,,2/23/20 19:18,0.0091568,,2/23/20 19:18,0.0021637,,2/23/20 19:29,0.9505342,,2/23/20 18:59,3.148815632
2/23/20 19:18,0.0582807,,2/23/20 19:18,0.0110663,,2/23/20 19:18,0.0024788,,2/23/20 19:18,0.980318,,2/23/20 19:29,0.0024479,,2/23/20 19:09,64.13426132,,2/23/20 19:18,0.0031246,,2/23/20 19:09,64.13426132,,2/23/20 19:29,0.0406996,,2/23/20 19:29,0.0070262,,2/23/20 19:29,0.0012464,,2/23/20 19:39,0.9747162,,2/23/20 19:09,3.148522615
2/23/20 19:29,0.0442506,,2/23/20 19:29,0.0096673,,2/23/20 19:29,0.0025444,,2/23/20 19:29,0.9463691,,2/23/20 19:39,0.0030167,,2/23/20 19:19,64.25116272,,2/23/20 19:29,0.0032725,,2/23/20 19:19,64.25116272,,2/23/20 19:39,0.0400475,,2/23/20 19:39,0.0096939,,2/23/20 19:39,0.0020454,,2/23/20 19:49,0.9891632,,2/23/20 19:19,3.14871788
2/23/20 19:39,0.0505698,,2/23/20 19:39,0.0116015,,2/23/20 19:39,0.0018568,,2/23/20 19:39,0.9202415,,2/23/20 19:49,0.0026551,,2/23/20 19:30,63.97834473,,2/23/20 19:39,0.0033934,,2/23/20 19:30,63.97834473,,2/23/20 19:49,0.0434794,,2/23/20 19:49,0.0079058,,2/23/20 19:49,0.0019802,,2/23/20 19:59,0.9610113,,2/23/20 19:30,3.148327351
2/23/20 19:49,0.0452618,,2/23/20 19:49,0.0065942,,2/23/20 19:49,0.0019632,,2/23/20 19:49,0.9671228,,2/23/20 19:59,0.0027241,,2/23/20 19:40,64.17322845,,2/23/20 19:49,0.0024618,,2/23/20 19:40,64.17322845,,2/23/20 19:59,0.0420628,,2/23/20 19:59,0.0080205,,2/23/20 19:59,0.0019924,,2/23/20 20:09,0.9836629,,2/23/20 19:40,3.148327351
2/23/20 19:59,0.0420891,,2/23/20 19:59,0.0080829,,2/23/20 19:59,0.0017567,,2/23/20 19:59,0.8849118,,2/23/20 20:09,0.0025765,,2/23/20 19:50,64.40707932,,2/23/20 19:59,0.0030389,,2/23/20 19:50,64.40707932,,2/23/20 20:09,0.0434288,,2/23/20 20:09,0.0076979,,2/23/20 20:09,0.0018302,,2/23/20 20:19,1.0159745,,2/23/20 19:50,3.147838831
2/23/20 20:09,0.0491293,,2/23/20 20:09,0.0117046,,2/23/20 20:09,0.0016431,,2/23/20 20:09,0.9438702,,2/23/20 20:19,0.002909,,2/23/20 19:59,64.48505821,,2/23/20 20:09,0.0033974,,2/23/20 19:59,64.48505821,,2/23/20 20:19,0.043676,,2/23/20 20:19,0.0095945,,2/23/20 20:19,0.0032839,,2/23/20 20:29,0.9594637,,2/23/20 19:59,3.148620129
2/23/20 20:19,0.0505162,,2/23/20 20:19,0.0094803,,2/23/20 20:19,0.0017538,,2/23/20 20:19,0.9063817,,2/23/20 20:29,0.0036979,,2/23/20 20:09,64.29017792,,2/23/20 20:19,0.0030512,,2/23/20 20:09,64.29017792,,2/23/20 20:29,0.0403925,,2/23/20 20:29,0.0122692,,2/23/20 20:29,0.003846,,2/23/20 20:39,0.9614256,,2/23/20 20:09,3.147643328
2/23/20 20:29,0.0553635,,2/23/20 20:29,0.0118628,,2/23/20 20:29,0.0022921,,2/23/20 20:29,0.9858464,,2/23/20 20:39,0.0028989,,2/23/20 20:19,64.36811218,,2/23/20 20:29,0.0033809,,2/23/20 20:19,64.36811218,,2/23/20 20:39,0.0371242,,2/23/20 20:39,0.0080702,,2/23/20 20:39,0.0034349,,2/23/20 20:49,0.993415,,2/23/20 20:19,3.148424864
2/23/20 20:39,0.048094,,2/23/20 20:39,0.0076987,,2/23/20 20:39,0.0018057,,2/23/20 20:39,0.9681945,,2/23/20 20:49,0.0024189,,2/23/20 20:30,64.17322845,,2/23/20 20:39,0.0028198,,2/23/20 20:30,64.17322845,,2/23/20 20:49,0.0410066,,2/23/20 20:49,0.0073997,,2/23/20 20:49,0.0024871,,2/23/20 20:59,0.8986896,,2/23/20 20:30,3.148522615
2/23/20 20:49,0.0430984,,2/23/20 20:49,0.010865,,2/23/20 20:49,0.0023417,,2/23/20 20:49,0.942005,,2/23/20 20:59,0.0027913,,2/23/20 20:40,64.21219559,,2/23/20 20:49,0.0028969,,2/23/20 20:40,64.21219559,,2/23/20 20:59,0.0386898,,2/23/20 20:59,0.0080638,,2/23/20 20:59,0.0018978,,2/23/20 21:09,0.9794743,,2/23/20 20:40,3.148522615
2/23/20 20:59,0.0493761,,2/23/20 20:59,0.0085932,,2/23/20 20:59,0.0021912,,2/23/20 20:59,0.9475129,,2/23/20 21:09,0.0028137,,2/23/20 20:49,64.75787277,,2/23/20 20:59,0.0028402,,2/23/20 20:49,64.75787277,,2/23/20 21:09,0.0457467,,2/23/20 21:09,0.0090253,,2/23/20 21:09,0.0019548,,2/23/20 21:19,0.97528,,2/23/20 20:49,3.147545815
2/23/20 21:09,0.0464811,,2/23/20 21:09,0.0110732,,2/23/20 21:09,0.0027309,,2/23/20 21:09,0.9339931,,2/23/20 21:19,0.002946,,2/23/20 20:59,64.40707932,,2/23/20 21:09,0.0033993,,2/23/20 20:59,64.40707932,,2/23/20 21:19,0.0445355,,2/23/20 21:19,0.0087559,,2/23/20 21:19,0.0028767,,2/23/20 21:29,0.9663276,,2/23/20 20:59,3.148424864
2/23/20 21:19,0.0456066,,2/23/20 21:19,0.0078531,,2/23/20 21:19,0.0029663,,2/23/20 21:19,0.9648403,,2/23/20 21:29,0.0029536,,2/23/20 21:09,64.25116272,,2/23/20 21:19,0.0027946,,2/23/20 21:09,64.25116272,,2/23/20 21:29,0.0545249,,2/23/20 21:29,0.0099918,,2/23/20 21:29,0.0019678,,2/23/20 21:39,1.0300648,,2/23/20 21:09,3.147936344
2/23/20 21:29,0.0488388,,2/23/20 21:29,0.0100732,,2/23/20 21:29,0.0031741,,2/23/20 21:29,0.9194429,,2/23/20 21:39,0.0028953,,2/23/20 21:19,64.44604301,,2/23/20 21:29,0.0032656,,2/23/20 21:19,64.44604301,,2/23/20 21:39,0.0461489,,2/23/20 21:39,0.0082192,,2/23/20 21:39,0.0025836,,2/23/20 21:49,0.9459602,,2/23/20 21:19,3.147643328
2/23/20 21:39,0.0496807,,2/23/20 21:39,0.009239,,2/23/20 21:39,0.002495,,2/23/20 21:39,0.9760724,,2/23/20 21:49,0.0026647,,2/23/20 21:30,64.60195961,,2/23/20 21:39,0.003133,,2/23/20 21:30,64.60195961,,2/23/20 21:49,0.044013,,2/23/20 21:49,0.00925,,2/23/20 21:49,0.0025314,,2/23/20 21:59,0.9381067,,2/23/20 21:30,3.148131847
2/23/20 21:49,0.0541515,,2/23/20 21:49,0.0136856,,2/23/20 21:49,0.0033933,,2/23/20 21:49,0.9574003,,2/23/20 21:59,0.0028536,,2/23/20 21:39,64.48505821,,2/23/20 21:49,0.0032725,,2/23/20 21:39,64.48505821,,2/23/20 21:59,0.0396542,,2/23/20 21:59,0.0081844,,2/23/20 21:59,0.0022909,,2/23/20 22:09,0.9893703,,2/23/20 21:39,3.147936344
2/23/20 21:59,0.0421756,,2/23/20 21:59,0.0113554,,2/23/20 21:59,0.0021589,,2/23/20 21:59,0.927156,,2/23/20 22:09,0.0031911,,2/23/20 21:49,64.44604301,,2/23/20 21:59,0.0033805,,2/23/20 21:49,64.44604301,,2/23/20 22:09,0.0409228,,2/23/20 22:09,0.0106248,,2/23/20 22:09,0.0025555,,2/23/20 22:19,0.9483479,,2/23/20 21:49,3.148229599
2/23/20 22:09,0.0423906,,2/23/20 22:09,0.0088039,,2/23/20 22:09,0.0027159,,2/23/20 22:09,0.9415516,,2/23/20 22:19,0.0030924,,2/23/20 21:59,64.60195961,,2/23/20 22:09,0.0029086,,2/23/20 21:59,64.60195961,,2/23/20 22:19,0.0487262,,2/23/20 22:19,0.0105364,,2/23/20 22:19,0.0019549,,2/23/20 22:28,0.980717,,2/23/20 21:59,3.148034334
2/23/20 22:19,0.0436346,,2/23/20 22:19,0.0090599,,2/23/20 22:19,0.0023464,,2/23/20 22:19,1.0258493,,2/23/20 22:28,0.0030027,,2/23/20 22:09,64.36811218,,2/23/20 22:19,0.0028978,,2/23/20 22:09,64.36811218,,2/23/20 22:28,0.0475487,,2/23/20 22:28,0.0085879,,2/23/20 22:28,0.0019857,,2/23/20 22:39,0.9664542,,2/23/20 22:09,3.148131847
2/23/20 22:28,0.0483267,,2/23/20 22:28,0.0090424,,2/23/20 22:28,0.0025768,,2/23/20 22:28,0.9768968,,2/23/20 22:39,0.0024119,,2/23/20 22:20,64.52402534,,2/23/20 22:28,0.0031891,,2/23/20 22:20,64.52402534,,2/23/20 22:39,0.0502168,,2/23/20 22:39,0.007622,,2/23/20 22:39,0.0016494,,2/23/20 22:49,0.9778576,,2/23/20 22:20,3.148229599
2/23/20 22:39,0.0428026,,2/23/20 22:39,0.0089616,,2/23/20 22:39,0.0022796,,2/23/20 22:39,0.9424069,,2/23/20 22:49,0.0035739,,2/23/20 22:29,64.17322845,,2/23/20 22:39,0.0028681,,2/23/20 22:29,64.17322845,,2/23/20 22:49,0.0395175,,2/23/20 22:49,0.0089514,,2/23/20 22:49,0.0025149,,2/23/20 22:59,1.0055146,,2/23/20 22:29,3.148229599
2/23/20 22:49,0.0443875,,2/23/20 22:49,0.00924,,2/23/20 22:49,0.0022504,,2/23/20 22:49,0.9528353,,2/23/20 22:59,0.003053,,2/23/20 22:40,64.40707932,,2/23/20 22:49,0.0031443,,2/23/20 22:40,64.40707932,,2/23/20 22:59,0.0486544,,2/23/20 22:59,0.0087581,,2/23/20 22:59,0.0024486,,2/23/20 23:09,0.9625418,,2/23/20 22:40,3.148327351
2/23/20 22:59,0.0474587,,2/23/20 22:59,0.0097034,,2/23/20 22:59,0.0030975,,2/23/20 22:59,0.9175211,,2/23/20 23:09,0.0031593,,2/23/20 22:50,64.64092331,,2/23/20 22:59,0.0030941,,2/23/20 22:50,64.64092331,,2/23/20 23:09,0.0535759,,2/23/20 23:09,0.0105979,,2/23/20 23:09,0.0030157,,2/23/20 23:19,0.9842957,,2/23/20 22:50,3.147741079
2/23/20 23:09,0.0483008,,2/23/20 23:09,0.0093591,,2/23/20 23:09,0.0025463,,2/23/20 23:09,0.9778139,,2/23/20 23:19,0.0030452,,2/23/20 23:00,64.56299248,,2/23/20 23:09,0.0034159,,2/23/20 23:00,64.56299248,,2/23/20 23:19,0.0450069,,2/23/20 23:19,0.007924,,2/23/20 23:19,0.0023631,,2/23/20 23:29,0.9544984,,2/23/20 23:00,3.147643328
2/23/20 23:19,0.0399689,,2/23/20 23:19,0.011266,,2/23/20 23:19,0.0028239,,2/23/20 23:19,0.9239512,,2/23/20 23:29,0.0029683,,2/23/20 23:10,64.25116272,,2/23/20 23:19,0.0034833,,2/23/20 23:10,64.25116272,,2/23/20 23:29,0.0414932,,2/23/20 23:29,0.0080201,,2/23/20 23:29,0.0012495,,2/23/20 23:39,1.0103821,,2/23/20 23:10,3.148034334
2/23/20 23:29,0.0587968,,2/23/20 23:29,0.0081679,,2/23/20 23:29,0.0019475,,2/23/20 23:29,0.9583174,,2/23/20 23:39,0.0023116,,2/23/20 23:19,64.60195961,,2/23/20 23:29,0.0025684,,2/23/20 23:19,64.60195961,,2/23/20 23:39,0.0364716,,2/23/20 23:39,0.0070091,,2/23/20 23:39,0.001712,,2/23/20 23:49,0.9740488,,2/23/20 23:19,3.147643328
2/23/20 23:39,0.0485918,,2/23/20 23:39,0.0126494,,2/23/20 23:39,0.00247,,2/23/20 23:39,0.9343177,,2/23/20 23:49,0.0033117,,2/23/20 23:29,64.09529419,,2/23/20 23:39,0.0032263,,2/23/20 23:29,64.09529419,,2/23/20 23:49,0.0571407,,2/23/20 23:49,0.0100306,,2/23/20 23:49,0.0021581,,2/23/20 23:59,1.0277058,,2/23/20 23:29,3.14735055
2/23/20 23:49,0.0423859,,2/23/20 23:49,0.0080605,,2/23/20 23:49,0.0023008,,2/23/20 23:49,0.9522119,,2/23/20 23:59,0.0027828,,2/23/20 23:40,64.48505821,,2/23/20 23:49,0.0028211,,2/23/20 23:40,64.48505821,,2/23/20 23:59,0.0394576,,2/23/20 23:59,0.0075745,,2/23/20 23:59,0.001826,,2/24/20 0:09,0.9440846,,2/23/20 23:40,3.147643328
2/23/20 23:59,0.0532733,,2/23/20 23:59,0.0115338,,2/23/20 23:59,0.0021945,,2/23/20 23:59,0.9254763,,2/24/20 0:09,0.0029383,,2/23/20 23:50,64.36811218,,2/23/20 23:59,0.0032471,,2/23/20 23:50,64.36811218,,2/24/20 0:09,0.0473052,,2/24/20 0:09,0.0084453,,2/24/20 0:09,0.0036903,,2/24/20 0:19,0.9523811,,2/23/20 23:50,3.147448063
2/24/20 0:09,0.0492319,,2/24/20 0:09,0.0089677,,2/24/20 0:09,0.0014584,,2/24/20 0:09,0.9702812,,2/24/20 0:19,0.0031788,,2/24/20 0:00,64.29017792,,2/24/20 0:09,0.0033002,,2/24/20 0:00,64.29017792,,2/24/20 0:19,0.0396209,,2/24/20 0:19,0.0131186,,2/24/20 0:19,0.0021052,,2/24/20 0:29,1.01029,,2/24/20 0:00,3.148131847
2/24/20 0:19,0.0435964,,2/24/20 0:19,0.0110437,,2/24/20 0:19,0.0017104,,2/24/20 0:19,0.9558082,,2/24/20 0:29,0.002811,,2/24/20 0:10,64.32914505,,2/24/20 0:19,0.0033401,,2/24/20 0:10,64.32914505,,2/24/20 0:29,0.041411,,2/24/20 0:29,0.0092115,,2/24/20 0:29,0.0015484,,2/24/20 0:39,1.0183507,,2/24/20 0:10,3.148034334
2/24/20 0:29,0.0475456,,2/24/20 0:29,0.0100173,,2/24/20 0:29,0.0017079,,2/24/20 0:29,0.9879847,,2/24/20 0:39,0.0029926,,2/24/20 0:19,64.40707932,,2/24/20 0:29,0.0027068,,2/24/20 0:19,64.40707932,,2/24/20 0:39,0.042629,,2/24/20 0:39,0.0106071,,2/24/20 0:39,0.0018951,,2/24/20 0:49,0.9819023,,2/24/20 0:19,3.147057533
2/24/20 0:38,0.0448985,,2/24/20 0:38,0.0079495,,2/24/20 0:38,0.002734,,2/24/20 0:38,0.9532578,,2/24/20 0:49,0.0029274,,2/24/20 0:29,64.60195961,,2/24/20 0:38,0.0029761,,2/24/20 0:29,64.60195961,,2/24/20 0:49,0.0416897,,2/24/20 0:49,0.0077454,,2/24/20 0:49,0.0030396,,2/24/20 0:59,0.9845086,,2/24/20 0:29,3.146471262
2/24/20 0:49,0.0510157,,2/24/20 0:49,0.0095212,,2/24/20 0:49,0.0022647,,2/24/20 0:49,0.9789114,,2/24/20 0:59,0.0025916,,2/24/20 0:39,64.40707932,,2/24/20 0:49,0.0034525,,2/24/20 0:39,64.40707932,,2/24/20 0:59,0.0438352,,2/24/20 0:59,0.009273,,2/24/20 0:59,0.0024134,,2/24/20 1:09,0.9596996,,2/24/20 0:39,3.147448063
2/24/20 0:59,0.0502938,,2/24/20 0:59,0.0082052,,2/24/20 0:59,0.002159,,2/24/20 0:59,0.923606,,2/24/20 1:09,0.0029482,,2/24/20 0:50,64.32914505,,2/24/20 0:59,0.0031503,,2/24/20 0:50,64.32914505,,2/24/20 1:09,0.0436009,,2/24/20 1:09,0.0098294,,2/24/20 1:09,0.0015563,,2/24/20 1:19,0.9619319,,2/24/20 0:50,3.146959543
2/24/20 1:09,0.0546366,,2/24/20 1:09,0.0087308,,2/24/20 1:09,0.0021639,,2/24/20 1:09,0.9660459,,2/24/20 1:19,0.0031099,,2/24/20 1:00,64.21219559,,2/24/20 1:09,0.0026256,,2/24/20 1:00,64.21219559,,2/24/20 1:19,0.0409613,,2/24/20 1:19,0.0087563,,2/24/20 1:19,0.0027499,,2/24/20 1:29,0.9769543,,2/24/20 1:00,3.147448063
2/24/20 1:19,0.0441787,,2/24/20 1:19,0.0090223,,2/24/20 1:19,0.0020716,,2/24/20 1:19,0.9496048,,2/24/20 1:29,0.0030928,,2/24/20 1:09,64.48505821,,2/24/20 1:19,0.002948,,2/24/20 1:09,64.48505821,,2/24/20 1:29,0.0381573,,2/24/20 1:29,0.0121109,,2/24/20 1:29,0.0029062,,2/24/20 1:39,1.0012283,,2/24/20 1:09,3.147057533
2/24/20 1:29,0.0423059,,2/24/20 1:29,0.0115958,,2/24/20 1:29,0.0027369,,2/24/20 1:29,0.9705027,,2/24/20 1:39,0.0023672,,2/24/20 1:19,64.13426132,,2/24/20 1:29,0.0030395,,2/24/20 1:19,64.13426132,,2/24/20 1:39,0.0454281,,2/24/20 1:39,0.008599,,2/24/20 1:39,0.0018482,,2/24/20 1:49,0.9535146,,2/24/20 1:19,3.147252798
2/24/20 1:39,0.0505984,,2/24/20 1:39,0.0085548,,2/24/20 1:39,0.0029128,,2/24/20 1:39,0.9684572,,2/24/20 1:49,0.0029986,,2/24/20 1:29,64.25116272,,2/24/20 1:39,0.0028864,,2/24/20 1:29,64.25116272,,2/24/20 1:49,0.0399985,,2/24/20 1:49,0.0087677,,2/24/20 1:49,0.0016986,,2/24/20 1:59,0.9629675,,2/24/20 1:29,3.147252798
2/24/20 1:49,0.0404992,,2/24/20 1:49,0.013742,,2/24/20 1:49,0.0013755,,2/24/20 1:49,0.9705645,,2/24/20 1:59,0.002386,,2/24/20 1:39,64.17322845,,2/24/20 1:49,0.0029938,,2/24/20 1:39,64.17322845,,2/24/20 1:59,0.0466847,,2/24/20 1:59,0.007663,,2/24/20 1:59,0.0021119,,2/24/20 2:09,0.9782085,,2/24/20 1:39,3.147448063
2/24/20 1:59,0.046749,,2/24/20 1:59,0.0078424,,2/24/20 1:59,0.0025151,,2/24/20 1:59,0.9429325,,2/24/20 2:09,0.0034372,,2/24/20 1:50,64.01731186,,2/24/20 1:59,0.0030844,,2/24/20 1:50,64.01731186,,2/24/20 2:09,0.0395388,,2/24/20 2:09,0.009231,,2/24/20 2:09,0.0020197,,2/24/20 2:19,1.001959,,2/24/20 1:50,3.147448063
2/24/20 2:09,0.0531365,,2/24/20 2:09,0.0099601,,2/24/20 2:09,0.0030845,,2/24/20 2:09,0.9483991,,2/24/20 2:19,0.003233,,2/24/20 2:00,64.48505821,,2/24/20 2:09,0.0034646,,2/24/20 2:00,64.48505821,,2/24/20 2:19,0.0461824,,2/24/20 2:19,0.010587,,2/24/20 2:19,0.0024432,,2/24/20 2:29,1.0013318,,2/24/20 2:00,3.146764278
2/24/20 2:19,0.0410798,,2/24/20 2:19,0.006808,,2/24/20 2:19,0.0014489,,2/24/20 2:19,0.9839143,,2/24/20 2:29,0.0025727,,2/24/20 2:09,64.32914505,,2/24/20 2:19,0.0026329,,2/24/20 2:09,64.32914505,,2/24/20 2:29,0.0404157,,2/24/20 2:29,0.0079014,,2/24/20 2:29,0.0015315,,2/24/20 2:39,0.9486816,,2/24/20 2:09,3.14686203
2/24/20 2:29,0.0451799,,2/24/20 2:29,0.0090154,,2/24/20 2:29,0.0024352,,2/24/20 2:29,0.9099265,,2/24/20 2:39,0.0024863,,2/24/20 2:19,64.05627899,,2/24/20 2:29,0.0027821,,2/24/20 2:19,64.05627899,,2/24/20 2:39,0.0396746,,2/24/20 2:39,0.0080111,,2/24/20 2:39,0.0023119,,2/24/20 2:49,0.983473,,2/24/20 2:19,3.146569014
2/24/20 2:39,0.0479142,,2/24/20 2:39,0.0087363,,2/24/20 2:39,0.0025637,,2/24/20 2:39,0.9541234,,2/24/20 2:49,0.0027596,,2/24/20 2:29,64.52402534,,2/24/20 2:39,0.0031595,,2/24/20 2:29,64.52402534,,2/24/20 2:49,0.0484062,,2/24/20 2:49,0.0075165,,2/24/20 2:49,0.0019472,,2/24/20 2:59,0.9526113,,2/24/20 2:29,3.14686203
